,Index,Country,Gender,Demographics Question,Demographics Response,Question,Value,Status
11635,11635,Turkmenistan,M,Education,Secondary,... if she argues with him,0.08,Very High
11636,11636,Turkmenistan,M,Education,Higher,... if she burns the food,0.09,Very High
11637,11637,Turkmenistan,M,Education,No education,... if she burns the food,0.09,Very High
11638,11638,Turkmenistan,M,Education,Primary,... if she burns the food,0.09,Very High
11639,11639,Turkmenistan,M,Education,Secondary,... if she burns the food,0.09,Very High
11640,11640,Turkmenistan,M,Education,Higher,... if she goes out without telling him,0.1,Very High
11641,11641,Turkmenistan,M,Education,No education,... if she goes out without telling him,0.1,Very High
11642,11642,Turkmenistan,M,Education,Primary,... if she goes out without telling him,0.1,Very High
11643,11643,Turkmenistan,M,Education,Secondary,... if she goes out without telling him,0.1,Very High
11644,11644,Turkmenistan,M,Education,Higher,... if she neglects the children,0.12,Very High
11645,11645,Turkmenistan,M,Education,No education,... if she neglects the children,0.12,Very High
11646,11646,Turkmenistan,M,Education,Primary,... if she neglects the children,0.12,Very High
11647,11647,Turkmenistan,M,Education,Secondary,... if she neglects the children,0.12,Very High
11648,11648,Turkmenistan,M,Education,Higher,... if she refuses to have sex with him,0.14,Very High
11649,11649,Turkmenistan,M,Education,No education,... if she refuses to have sex with him,0.14,Very High
11650,11650,Turkmenistan,M,Education,Primary,... if she refuses to have sex with him,0.14,Very High
11651,11651,Turkmenistan,M,Education,Secondary,... if she refuses to have sex with him,0.14,Very High
11652,11652,Turkmenistan,M,Employment,Employed for cash,... for at least one specific reason,0.49,Very High
11653,11653,Turkmenistan,M,Employment,Employed for kind,... for at least one specific reason,0.49,Very High
11654,11654,Turkmenistan,M,Employment,Unemployed,... for at least one specific reason,0.5,Very High
11655,11655,Turkmenistan,M,Employment,Employed for cash,... if she argues with him,0.08,Very High
11656,11656,Turkmenistan,M,Employment,Employed for kind,... if she argues with him,0.08,Very High
11657,11657,Turkmenistan,M,Employment,Unemployed,... if she argues with him,0.08,Very High
11658,11658,Turkmenistan,M,Employment,Employed for cash,... if she burns the food,0.09,Very High
11659,11659,Turkmenistan,M,Employment,Employed for kind,... if she burns the food,0.09,Very High
11660,11660,Turkmenistan,M,Employment,Unemployed,... if she burns the food,0.1,Very High
11661,11661,Turkmenistan,M,Employment,Employed for cash,... if she goes out without telling him,0.11,Very High
11662,11662,Turkmenistan,M,Employment,Employed for kind,... if she goes out without telling him,0.11,Very High
11663,11663,Turkmenistan,M,Employment,Unemployed,... if she goes out without telling him,0.11,Very High
11664,11664,Turkmenistan,M,Employment,Employed for cash,... if she neglects the children,0.13,Very High
11665,11665,Turkmenistan,M,Employment,Employed for kind,... if she neglects the children,0.13,Very High
11666,11666,Turkmenistan,M,Employment,Unemployed,... if she neglects the children,0.13,Very High
11667,11667,Turkmenistan,M,Employment,Employed for cash,... if she refuses to have sex with him,0.15,Very High
11668,11668,Turkmenistan,M,Employment,Employed for kind,... if she refuses to have sex with him,0.15,Very High
11669,11669,Turkmenistan,M,Employment,Unemployed,... if she refuses to have sex with him,0.15,Very High
11670,11670,Turkmenistan,M,Marital status,Married or living together,... for at least one specific reason,0.52,Very High
11671,11671,Turkmenistan,M,Marital status,Never married,... for at least one specific reason,0.53,Very High
11672,11672,Turkmenistan,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,0.53,Very High
11673,11673,Turkmenistan,M,Marital status,Married or living together,... if she argues with him,0.09,Very High
11674,11674,Turkmenistan,M,Marital status,Never married,... if she argues with him,0.09,Very High
11675,11675,Turkmenistan,M,Marital status,"Widowed, divorced, separated",... if she argues with him,0.09,Very High
11676,11676,Turkmenistan,M,Marital status,Married or living together,... if she burns the food,0.1,Very High
11677,11677,Turkmenistan,M,Marital status,Never married,... if she burns the food,0.1,Very High
11678,11678,Turkmenistan,M,Marital status,"Widowed, divorced, separated",... if she burns the food,0.1,Very High
11679,11679,Turkmenistan,M,Marital status,Married or living together,... if she goes out without telling him,0.12,Very High
11680,11680,Turkmenistan,M,Marital status,Never married,... if she goes out without telling him,0.12,Very High
11681,11681,Turkmenistan,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,0.12,Very High
11682,11682,Turkmenistan,M,Marital status,Married or living together,... if she neglects the children,0.14,Very High
11683,11683,Turkmenistan,M,Marital status,Never married,... if she neglects the children,0.14,Very High
11684,11684,Turkmenistan,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,0.14,Very High
11685,11685,Turkmenistan,M,Marital status,Married or living together,... if she refuses to have sex with him,0.16,Very High
11686,11686,Turkmenistan,M,Marital status,Never married,... if she refuses to have sex with him,0.16,Very High
11687,11687,Turkmenistan,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,0.16,Very High
11688,11688,Turkmenistan,M,Residence,Rural,... for at least one specific reason,0.56,Very High
11689,11689,Turkmenistan,M,Residence,Urban,... for at least one specific reason,0.57,Very High
11690,11690,Turkmenistan,M,Residence,Rural,... if she argues with him,0.09,Very High
11691,11691,Turkmenistan,M,Residence,Urban,... if she argues with him,0.09,Very High
11692,11692,Turkmenistan,M,Residence,Rural,... if she burns the food,0.11,Very High
11693,11693,Turkmenistan,M,Residence,Urban,... if she burns the food,0.11,Very High
11694,11694,Turkmenistan,M,Residence,Rural,... if she goes out without telling him,0.13,Very High
11695,11695,Turkmenistan,M,Residence,Urban,... if she goes out without telling him,0.13,Very High
11696,11696,Turkmenistan,M,Residence,Rural,... if she neglects the children,0.15,Very High
11697,11697,Turkmenistan,M,Residence,Urban,... if she neglects the children,0.15,Very High
11698,11698,Turkmenistan,M,Residence,Rural,... if she refuses to have sex with him,0.17,Very High
11699,11699,Turkmenistan,M,Residence,Urban,... if she refuses to have sex with him,0.17,Very High
11700,11700,Uganda,F,Age,15-24,... for at least one specific reason,53.4,Very Low
11701,11701,Uganda,F,Age,25-34,... for at least one specific reason,45.4,Very Low
11702,11702,Uganda,F,Age,35-49,... for at least one specific reason,45.8,Very Low
11703,11703,Uganda,F,Age,15-24,... if she argues with him,29.2,Low
11704,11704,Uganda,F,Age,25-34,... if she argues with him,23.0,Medium
11705,11705,Uganda,F,Age,35-49,... if she argues with him,24.6,Medium
11706,11706,Uganda,F,Age,15-24,... if she burns the food,16.7,Medium
11707,11707,Uganda,F,Age,25-34,... if she burns the food,10.4,Medium
11708,11708,Uganda,F,Age,35-49,... if she burns the food,12.3,Medium
11709,11709,Uganda,F,Age,15-24,... if she goes out without telling him,32.6,Low
11710,11710,Uganda,F,Age,25-34,... if she goes out without telling him,27.6,Low
11711,11711,Uganda,F,Age,35-49,... if she goes out without telling him,28.6,Low
11712,11712,Uganda,F,Age,15-24,... if she neglects the children,42.0,Low
11713,11713,Uganda,F,Age,25-34,... if she neglects the children,36.3,Low
11714,11714,Uganda,F,Age,35-49,... if she neglects the children,35.2,Low
11715,11715,Uganda,F,Age,15-24,... if she refuses to have sex with him,18.6,Medium
11716,11716,Uganda,F,Age,25-34,... if she refuses to have sex with him,16.4,Medium
11717,11717,Uganda,F,Age,35-49,... if she refuses to have sex with him,19.1,Medium
11718,11718,Uganda,F,Education,Higher,... for at least one specific reason,21.7,Medium
11719,11719,Uganda,F,Education,No education,... for at least one specific reason,55.2,Very Low
11720,11720,Uganda,F,Education,Primary,... for at least one specific reason,54.4,Very Low
11721,11721,Uganda,F,Education,Secondary,... for at least one specific reason,42.9,Low
11722,11722,Uganda,F,Education,Higher,... if she argues with him,7.8,High
11723,11723,Uganda,F,Education,No education,... if she argues with him,33.6,Low
11724,11724,Uganda,F,Education,Primary,... if she argues with him,30.2,Low
11725,11725,Uganda,F,Education,Secondary,... if she argues with him,19.7,Medium
11726,11726,Uganda,F,Education,Higher,... if she burns the food,3.1,Very High
11727,11727,Uganda,F,Education,No education,... if she burns the food,18.3,Medium
11728,11728,Uganda,F,Education,Primary,... if she burns the food,16.4,Medium
11729,11729,Uganda,F,Education,Secondary,... if she burns the food,8.9,High
11730,11730,Uganda,F,Education,Higher,... if she goes out without telling him,9.5,High
11731,11731,Uganda,F,Education,No education,... if she goes out without telling him,34.8,Low
11732,11732,Uganda,F,Education,Primary,... if she goes out without telling him,34.3,Low
11733,11733,Uganda,F,Education,Secondary,... if she goes out without telling him,24.8,Medium
11734,11734,Uganda,F,Education,Higher,... if she neglects the children,17.7,Medium
11735,11735,Uganda,F,Education,No education,... if she neglects the children,43.6,Low
11736,11736,Uganda,F,Education,Primary,... if she neglects the children,42.8,Low
11737,11737,Uganda,F,Education,Secondary,... if she neglects the children,33.2,Low
11738,11738,Uganda,F,Education,Higher,... if she refuses to have sex with him,4.0,Very High
11739,11739,Uganda,F,Education,No education,... if she refuses to have sex with him,24.6,Medium
11740,11740,Uganda,F,Education,Primary,... if she refuses to have sex with him,22.1,Medium
11741,11741,Uganda,F,Education,Secondary,... if she refuses to have sex with him,10.7,Medium
11742,11742,Uganda,F,Employment,Employed for cash,... for at least one specific reason,46.2,Very Low
11743,11743,Uganda,F,Employment,Employed for kind,... for at least one specific reason,59.8,Very Low
11744,11744,Uganda,F,Employment,Unemployed,... for at least one specific reason,46.8,Very Low
11745,11745,Uganda,F,Employment,Employed for cash,... if she argues with him,23.4,Medium
11746,11746,Uganda,F,Employment,Employed for kind,... if she argues with him,36.0,Low
11747,11747,Uganda,F,Employment,Unemployed,... if she argues with him,24.5,Medium
11748,11748,Uganda,F,Employment,Employed for cash,... if she burns the food,12.0,Medium
11749,11749,Uganda,F,Employment,Employed for kind,... if she burns the food,18.9,Medium
11750,11750,Uganda,F,Employment,Unemployed,... if she burns the food,13.3,Medium
11751,11751,Uganda,F,Employment,Employed for cash,... if she goes out without telling him,27.6,Low
11752,11752,Uganda,F,Employment,Employed for kind,... if she goes out without telling him,38.0,Low
11753,11753,Uganda,F,Employment,Unemployed,... if she goes out without telling him,29.4,Low
11754,11754,Uganda,F,Employment,Employed for cash,... if she neglects the children,36.3,Low
11755,11755,Uganda,F,Employment,Employed for kind,... if she neglects the children,47.0,Very Low
11756,11756,Uganda,F,Employment,Unemployed,... if she neglects the children,36.7,Low
11757,11757,Uganda,F,Employment,Employed for cash,... if she refuses to have sex with him,16.4,Medium
11758,11758,Uganda,F,Employment,Employed for kind,... if she refuses to have sex with him,25.5,Low
11759,11759,Uganda,F,Employment,Unemployed,... if she refuses to have sex with him,15.8,Medium
11760,11760,Uganda,F,Marital status,Married or living together,... for at least one specific reason,48.9,Very Low
11761,11761,Uganda,F,Marital status,Never married,... for at least one specific reason,49.7,Very Low
11762,11762,Uganda,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,48.0,Very Low
11763,11763,Uganda,F,Marital status,Married or living together,... if she argues with him,26.2,Low
11764,11764,Uganda,F,Marital status,Never married,... if she argues with him,26.6,Low
11765,11765,Uganda,F,Marital status,"Widowed, divorced, separated",... if she argues with him,24.6,Medium
11766,11766,Uganda,F,Marital status,Married or living together,... if she burns the food,12.5,Medium
11767,11767,Uganda,F,Marital status,Never married,... if she burns the food,16.9,Medium
11768,11768,Uganda,F,Marital status,"Widowed, divorced, separated",... if she burns the food,12.6,Medium
11769,11769,Uganda,F,Marital status,Married or living together,... if she goes out without telling him,30.3,Low
11770,11770,Uganda,F,Marital status,Never married,... if she goes out without telling him,30.1,Low
11771,11771,Uganda,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,28.9,Low
11772,11772,Uganda,F,Marital status,Married or living together,... if she neglects the children,38.3,Low
11773,11773,Uganda,F,Marital status,Never married,... if she neglects the children,39.1,Low
11774,11774,Uganda,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,38.1,Low
11775,11775,Uganda,F,Marital status,Married or living together,... if she refuses to have sex with him,18.5,Medium
